Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_original,Price_vs_SMA50_original,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_chart,Price_vs_SMA50_chart,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Crossover_Age_Bucket,Validation_Status,Data_Completeness_Pct,Missing_Required_Data,Theory_Compliance_Score,Evaluation_Notes,Strategy_Family,Strategy_Family_Rank
UNH,2025-08-25 07:26:54.188805,32.34,2.12,32.49,2.52,42.23,39.89,66.8,66.61,32.98,2.76,32.99,3.02,42.23,39.89,58.74,58.29,34.14,1.17,34.26,-0.14,40.59,38.85,52.85,52.3,34.6,1.31,34.69,1.49,39.2,38.73,49.34,48.24,39.81,0.57,39.76,1.35,42.39,41.29,45.42,44.32,39.85,0.42,39.74,0.73,41.77,40.77,48.14,46.84,38.72,0.55,38.64,1.2,40.09,39.17,47.09,45.15,37.96,0.18,37.77,0.91,39.23,37.9,45.28,43.77,38.22,-0.61,38.07,1.07,39.51,37.86,44.83,42.9,38.0,-0.74,37.24,1.01,39.22,37.27,43.92,41.56,37.18,-1.59,37.24,1.24,39.49,35.79,43.01,40.01,37.67,1.02,36.65,1.57,35.57,35.57,38.95,37.92,37.48,2.27,36.39,1.18,35.94,35.94,37.4,37.4,58.91,65.01,56.8,45.19,71.6,64.37,59.33,56.74,8/25/25,3038.006238044167,0.0,Contango,Falling,Stable,6.157625805093677,False,High Vol,Bearish,-0.25755656023429463,-1.1282541646187636,Falling,25.71509555637646,55.88236485063788,Strong,15.065307980575493,True,0.43541352545015877,,0.0,,,False,-22.199999999999996,Bearish,High Vol,34.6,56.8,22.199999999999996,-5.3799999999999955,-31.749999999999993,-18.520000000000003,-19.560000000000002,-39.08450704225351,-11.905288780703687,-44.343575418994405,-32.64011279520621,-34.47303489601693,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Neutral,Bearish,Bearish,6,True,-0.6931,-0.85,-3.75,329.79,332.69,2.16,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
CSCO,2025-08-25 07:26:55.315020,17.93,0.43,18.0,0.98,20.53,20.25,18.76,18.57,18.15,0.65,18.14,1.11,20.53,20.25,17.66,17.73,18.51,0.57,18.44,1.29,20.0,19.56,26.23,26.0,19.17,0.58,18.73,0.83,20.08,19.21,27.01,26.47,21.34,0.78,21.28,1.09,20.69,20.33,24.08,24.29,23.57,-0.19,23.52,0.5,23.52,22.86,23.18,23.19,23.21,-0.39,22.82,0.58,23.81,22.95,23.89,23.76,23.4,0.25,22.92,0.51,23.17,22.14,24.29,24.04,23.72,0.12,23.27,0.47,23.65,22.54,24.12,23.14,24.25,0.07,23.8,0.64,23.94,23.23,24.33,23.88,24.86,-0.01,24.0,0.87,24.32,23.25,24.62,23.65,24.65,-0.1,23.95,1.22,24.94,23.04,25.14,23.94,24.65,-0.1,23.95,1.22,24.94,23.04,25.14,23.94,27.25,26.88,22.63,19.74,20.57,27.52,26.36,24.52,8/25/25,3038.006238044167,0.0,Contango,Stable,Rising,3.5010887195588496,False,Compression,Neutral,-0.22765817674502095,3.2097322791174796,Stable,27.42886231305622,44.579536995596285,Strong,17.363220117953276,True,0.905749614916707,,0.0,,,False,-3.4599999999999973,Bidirectional,Compression,19.17,22.63,3.4599999999999973,1.6000000000000014,3.0,-0.8000000000000007,0.33999999999999986,-15.289438798055668,8.105369807497475,14.584346135148273,-3.2626427406199054,1.3866231647634577,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,Ranging,Bullish,Bullish,102,True,0.0904,-0.18,2.42,77.97,75.37,1.74,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
GE,2025-08-25 07:26:56.737585,27.61,1.71,26.74,0.23,26.55,27.48,28.09,27.54,27.42,1.51,26.66,0.15,26.55,27.48,27.85,27.11,27.11,1.76,26.67,0.43,26.44,26.33,27.99,27.35,27.25,0.67,26.96,0.28,25.92,26.01,28.48,27.76,30.01,0.93,29.54,0.67,27.73,27.45,28.49,27.69,32.43,0.66,31.77,0.35,30.87,30.29,29.34,28.46,31.78,0.41,30.92,0.07,31.23,30.58,31.03,30.28,31.55,0.14,30.67,-0.35,31.12,30.17,31.59,30.08,31.99,0.05,31.17,-0.35,31.52,30.66,31.29,30.0,33.13,0.06,32.04,-0.22,32.65,31.42,32.4,31.43,33.33,0.66,31.7,-0.06,32.61,31.41,32.59,31.38,32.97,0.16,31.38,-0.3,33.06,31.62,33.13,31.86,32.97,0.16,31.38,-0.3,33.06,31.62,33.13,31.86,23.62,21.01,22.31,23.09,24.37,35.22,34.33,33.51,8/25/25,3038.006238044167,51.95312499999996,Mixed,Rising,Rising,1.0453813764469986,False,Expansion,Bullish,4.654380441350167,3.535665292010306,Falling,25.73893909930126,70.9169340805945,Strong,26.604579642511418,True,0.976314849266474,,0.0,,,False,4.940000000000001,Bullish,Expansion,27.25,22.31,4.940000000000001,6.920000000000002,8.059999999999999,-1.5199999999999996,-0.17999999999999972,22.142536978933222,29.96968384582071,33.07345096430036,-4.53595941509997,-0.5371530886302588,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,11,True,7.9546,13.86,10.64,297.72,300.94,2.24,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
IBM,2025-08-25 07:26:58.066303,20.2,1.08,20.54,1.31,22.41,21.99,55.66,57.23,20.64,1.52,20.77,1.54,22.41,21.99,45.4,46.36,21.22,1.38,21.09,0.78,22.71,22.01,39.9,38.08,22.32,1.75,20.93,0.0,23.23,22.96,35.52,33.46,23.77,1.28,23.65,1.18,24.34,23.54,29.83,29.15,27.5,0.24,27.19,0.39,27.83,26.92,28.45,26.92,26.93,0.79,25.87,0.19,27.95,27.04,31.03,29.41,25.95,0.08,25.49,0.32,27.55,26.51,29.64,28.46,26.8,0.05,26.07,0.2,28.02,26.88,28.88,27.76,28.19,0.03,27.81,0.66,29.16,27.91,29.71,28.53,27.84,-0.28,27.33,0.3,29.31,27.63,29.86,27.77,28.84,0.23,27.74,0.54,29.61,27.6,29.87,27.76,28.84,0.23,27.74,0.54,29.61,27.6,29.87,27.76,22.57,22.95,29.48,25.22,27.05,31.02,33.04,31.33,8/25/25,3038.006238044167,0.0,Contango,Stable,Falling,6.0195256365339045,False,High Vol,Neutral,-0.03368086201572877,1.0230608602509965,Rising,33.03299386787749,41.917298624416325,Strong,11.351199458863324,True,0.5085662839992529,,0.0,,,False,-7.16,Bidirectional,High Vol,22.32,29.48,7.16,-1.4499999999999993,0.4499999999999993,-4.529999999999998,-3.4899999999999984,-24.287652645861602,-5.749405233941314,1.6635859519408478,-14.458984998404079,-11.139482923715285,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Ranging,Bullish,Bullish,3,True,0.4697,-0.1,3.1,305.84,302.64,1.86,False,True,Age_0_5,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
TMUS,2025-08-25 07:26:59.788086,18.87,1.97,19.73,1.85,19.82,19.88,47.39,46.55,18.82,1.92,19.37,1.49,19.82,19.88,41.76,41.09,19.42,0.72,19.57,0.85,19.67,19.61,34.13,33.16,20.09,0.59,19.85,0.5,20.52,20.18,30.68,30.43,21.45,0.58,21.16,0.68,21.29,20.98,28.21,26.14,23.62,0.57,23.1,0.58,23.51,23.0,27.78,26.14,23.0,0.2,22.55,0.55,23.6,23.0,27.56,26.14,22.89,0.15,22.43,0.63,23.32,22.67,26.85,25.2,23.68,-0.04,23.01,0.26,24.22,23.19,26.4,24.68,24.24,0.11,23.54,-0.07,24.96,23.77,26.74,25.51,24.79,0.13,23.88,0.03,25.34,24.09,26.7,25.85,25.09,0.0,24.1,0.21,25.7,24.26,27.05,25.37,25.09,0.0,24.1,0.21,25.7,24.26,27.05,25.37,20.1,19.65,24.54,24.63,31.29,31.46,31.43,30.71,8/25/25,3038.006238044167,0.0,Contango,Stable,Falling,4.893971348052168,False,Compression,Neutral,1.0281813003270783,-2.2929299532942355,Stable,32.373636700479224,47.54844419493206,Strong,14.101656217260095,True,0.7019241521782028,Ascending Triangle,63.0,,,False,-4.449999999999999,Bidirectional,Compression,20.09,24.54,4.449999999999999,-3.1799999999999997,-7.669999999999998,-7.030000000000001,-5.920000000000002,-18.13365933170334,-12.911084043848964,-24.5126238414829,-22.891566265060245,-19.277108433734945,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Neutral,Bearish,Bearish,130,True,1.3379,2.07,-4.77,201.08,207.92,1.87,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
CRM,2025-08-25 07:27:01.157154,59.99,4.75,59.82,4.19,31.12,30.68,32.23,31.09,55.54,0.3,55.12,-0.51,31.12,30.68,31.3,30.68,48.96,-0.01,48.65,-1.24,48.97,48.58,30.1,29.28,43.99,-0.04,44.03,0.04,44.96,44.08,29.79,27.98,38.1,0.3,37.91,0.18,38.99,38.31,36.74,35.64,36.16,0.37,35.67,0.13,36.65,35.41,34.25,33.49,37.35,-0.25,36.49,-0.16,37.51,36.41,33.33,32.61,35.85,-0.15,35.09,-0.02,36.49,35.39,35.31,34.02,34.76,-0.08,34.09,0.01,35.48,34.56,34.06,32.79,34.62,0.12,33.71,0.09,35.0,34.2,33.95,32.38,34.14,0.05,33.33,0.13,35.34,34.2,34.4,32.51,35.04,0.53,32.92,-0.31,35.31,33.19,34.4,32.49,34.93,0.41,32.53,-0.5,34.94,32.89,35.01,32.46,31.09,29.5,25.25,25.19,28.29,33.37,32.91,33.76,8/25/25,3038.006238044167,93.6058009228741,Inverted,Stable,Rising,6.933892605648481,False,High Vol,Bullish,3.8068109831213275,6.85533379091867,Falling,66.9472577836098,62.38937254006278,Strong,20.185720655512643,True,0.45887066732240606,,0.0,,,False,18.740000000000002,Bullish,High Vol,43.99,25.25,18.740000000000002,12.91,7.869999999999997,1.0,0.38000000000000256,74.21782178217823,51.250496228662165,27.81901732060798,2.962085308056872,1.125592417061619,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,24,True,4.2868,9.76,17.08,256.47,249.15,1.95,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
WFC,2025-08-25 07:27:02.497157,22.99,0.71,22.95,1.36,24.57,24.09,22.5,22.09,23.4,1.11,23.31,1.73,24.57,24.09,21.14,23.99,23.87,0.47,23.72,0.99,24.05,23.6,21.37,22.48,24.06,0.14,23.88,0.61,24.69,24.25,21.83,22.07,27.45,0.4,27.21,0.67,27.99,26.97,23.29,22.79,26.98,0.75,26.74,0.8,27.29,26.65,24.9,24.7,26.68,0.62,26.37,0.69,26.95,26.37,24.91,24.93,27.33,0.29,26.91,0.57,27.79,26.98,25.12,25.05,27.06,0.27,26.69,0.52,27.75,26.85,25.99,25.67,27.13,-0.21,26.64,0.53,28.61,27.02,26.38,25.78,27.11,0.16,26.44,0.22,28.12,26.97,26.97,26.2,27.49,0.79,26.41,-0.13,28.44,27.13,27.25,26.92,27.65,0.88,26.44,-0.36,28.03,27.24,27.2,26.96,26.9,24.35,28.26,24.42,24.47,34.27,31.66,31.02,8/25/25,3038.006238044167,77.97202797202792,Flat,Stable,Stable,1.2269836546950783,False,High Vol,Bullish,3.1821367045243356,7.729389536940428,Falling,53.65908352160104,68.5833413336063,Strong,14.912952174990151,True,0.6198234486695824,,0.0,Evening Star,Strong,True,-4.200000000000003,Bullish,High Vol,24.06,28.26,4.200000000000003,3.0299999999999976,2.5100000000000016,-3.960000000000001,-3.91,-14.86199575371551,12.407862407862396,10.257458111973852,-12.765957446808512,-12.604771115409413,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,Neutral,Bullish,Bullish,31,True,1.587,2.91,6.78,91.61,87.74,1.73,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
ABT,2025-08-25 07:27:05.804608,18.88,1.45,19.27,1.38,21.45,19.63,20.34,18.74,18.43,1.0,18.62,0.72,21.45,19.63,19.84,18.1,18.3,0.88,18.26,1.24,20.92,19.47,20.1,18.46,18.05,0.45,18.17,0.96,18.94,18.97,19.39,19.47,20.48,1.7,20.14,1.05,19.47,19.37,18.97,18.24,20.78,0.64,20.47,1.06,20.13,19.78,20.35,19.32,20.48,0.34,20.15,0.66,20.12,19.62,21.0,19.84,20.44,0.17,20.08,0.53,20.01,19.43,20.58,19.78,20.86,-0.54,20.39,0.77,20.77,20.03,20.45,19.81,21.29,-0.25,20.76,0.25,21.67,20.49,21.62,20.39,21.91,-0.22,21.14,0.13,22.31,21.09,22.21,20.71,22.62,-0.38,21.51,0.03,23.15,21.61,23.73,21.07,22.62,-0.38,21.51,0.03,23.15,21.61,23.73,21.07,18.96,18.61,31.68,25.25,23.52,24.99,25.05,23.66,8/25/25,3038.006238044167,0.0,Flat,Stable,Falling,0.5567963920700477,False,Low Vol,Bearish,-0.3957939449405912,-1.331161616897826,Falling,14.02719411129713,59.379755755094884,Weak,16.18232128184647,True,0.8965274948391395,,0.0,Bearish Engulfing,Strong,True,-13.629999999999999,Bearish,Low Vol,18.05,31.68,13.629999999999999,-4.77,-2.7399999999999984,-2.8000000000000007,-1.75,-43.023989898989896,-18.89108910891089,-11.649659863945573,-11.834319526627223,-7.396449704142012,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,Ranging,Bearish,Bearish,27,True,-0.487,-0.49,-1.68,125.06,126.25,1.69,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
AMD,2025-08-25 07:27:07.312354,45.74,4.33,45.59,4.64,44.62,44.06,45.41,44.69,44.98,3.56,44.81,3.86,44.62,44.06,56.32,55.49,44.16,2.69,43.97,3.0,42.99,42.69,54.22,53.6,43.55,1.85,43.35,2.21,42.56,42.42,49.64,49.85,44.43,1.48,44.0,1.74,42.69,42.15,45.74,45.18,46.98,0.67,46.49,1.05,45.97,45.09,44.66,43.79,45.86,0.37,45.27,0.71,46.0,45.02,45.84,44.88,45.35,0.41,44.63,0.77,45.36,44.2,44.71,44.06,45.94,0.31,45.12,0.62,46.01,44.73,44.68,43.45,46.08,0.12,45.01,0.45,46.36,44.9,44.86,43.12,45.95,-0.1,44.71,0.31,46.37,44.67,44.87,43.3,45.91,0.13,43.82,0.03,46.24,43.98,45.07,42.97,46.15,0.34,43.61,-0.1,46.21,43.9,45.25,42.81,46.15,51.01,47.66,45.62,44.68,59.42,56.6,54.25,8/25/25,3038.006238044167,13.983050847457559,Flat,Stable,Stable,3.1303993355481023,False,Compression,Neutral,0.5702301416507474,-5.76543629214035,Falling,12.860105485819153,43.87799885457054,Weak,44.53291972987973,True,1.0225699134300743,,0.0,Bullish Engulfing,Strong,True,-4.109999999999999,Bidirectional,Compression,43.55,47.66,4.109999999999999,-1.1899999999999977,2.299999999999997,-8.310000000000002,-8.299999999999997,-8.623583718002518,-2.608505041648395,5.147717099373315,-15.317972350230418,-15.299539170506907,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,39,True,2.4322,1.22,-13.19,214.39,228.8,3.67,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
MS,2025-08-25 07:27:08.625951,21.51,1.09,21.43,1.43,23.18,23.02,22.88,22.99,21.9,1.48,21.78,1.78,23.18,23.02,22.65,22.28,22.33,1.05,22.18,1.12,22.5,22.1,22.89,22.39,22.59,0.69,22.38,0.69,23.36,22.94,22.76,21.48,26.25,0.3,25.98,0.56,26.67,26.01,23.33,22.92,25.87,0.47,25.58,0.77,26.18,25.5,25.06,24.31,25.52,0.31,25.25,0.68,25.84,25.11,24.96,24.2,25.99,-0.35,25.76,0.55,26.81,25.63,25.23,24.37,25.96,-0.21,25.64,0.54,26.89,25.64,26.02,24.95,26.55,0.09,25.92,0.47,27.26,25.89,26.86,25.44,26.75,-0.32,26.01,0.44,27.62,26.11,27.24,25.71,27.16,-0.65,26.45,0.03,28.75,26.62,28.43,26.15,27.28,-0.55,26.47,-0.06,28.81,26.63,28.54,26.14,23.47,21.97,19.9,17.37,21.81,36.94,34.84,34.08,8/25/25,3038.006238044167,0.0,Contango,Stable,Rising,0.3302860712910682,False,Low Vol,Bullish,1.7038264674582069,6.748304033661484,Falling,47.399544250267425,57.02033384793118,Strong,19.127876246278998,True,0.8467408696891987,,0.0,Evening Star,Strong,True,2.6900000000000013,Bullish,Low Vol,22.59,19.9,2.6900000000000013,8.879999999999999,4.060000000000002,-8.119999999999997,-7.329999999999998,13.5175879396985,51.122625215889464,18.615314076111886,-23.8262910798122,-21.50821596244131,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,Trending,Bullish,Bullish,34,True,2.4441,3.01,11.38,176.93,168.56,1.76,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
T,2025-08-25 07:27:14.589119,20.89,1.71,20.89,1.27,20.22,19.89,21.45,21.76,20.64,1.46,20.87,1.25,20.22,19.89,20.69,21.43,20.7,0.42,20.81,0.34,20.42,20.23,20.83,20.97,21.22,0.59,21.01,0.95,20.45,20.44,21.06,22.46,23.37,1.9,22.98,1.44,21.73,21.07,21.25,21.03,24.5,0.77,24.33,0.82,23.56,23.43,21.53,20.95,23.96,0.8,23.69,0.52,23.5,23.36,22.4,22.09,23.71,0.87,23.4,0.42,23.16,22.92,22.91,22.75,23.79,0.62,23.51,0.36,23.52,23.07,23.25,23.11,24.13,0.31,23.82,0.39,23.99,23.23,24.02,22.93,24.28,0.22,23.91,0.27,24.58,23.29,23.42,21.74,25.07,0.27,24.62,0.8,25.32,23.26,24.0,23.42,25.07,0.27,24.62,0.8,25.32,23.26,24.0,23.42,16.21,16.0,14.35,17.19,20.38,24.67,24.34,23.99,8/25/25,3038.006238044167,100.0,Contango,Stable,Rising,0.3317629675938327,False,High Vol,Neutral,0.301676666077688,-1.292716966075249,Stable,42.99273600815825,48.58300501778387,Strong,12.599690471664404,True,0.5937648667136854,Ascending Triangle,63.0,,,False,6.869999999999999,Bidirectional,High Vol,21.22,14.35,6.869999999999999,6.18,4.120000000000001,-0.1999999999999993,0.2900000000000027,47.874564459930305,35.951134380453745,20.21589793915604,-0.8336807002917853,1.2088370154231043,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,24,True,0.1548,0.07,-0.32,24.7,25.09,1.48,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
ACN,2025-08-25 07:27:16.080784,26.35,0.94,26.44,1.08,28.26,27.57,23.22,26.1,26.57,1.16,26.51,1.15,28.26,27.57,23.47,22.75,26.96,0.87,26.75,1.32,27.54,26.9,23.58,22.77,34.49,4.67,34.31,4.42,28.05,27.86,23.14,23.21,34.6,0.87,34.28,0.92,35.13,34.29,23.79,24.19,33.36,0.72,32.85,0.65,33.95,33.3,25.5,25.86,33.91,0.18,33.49,0.75,34.44,33.58,26.32,26.66,33.93,-0.27,33.55,0.56,35.06,33.96,27.0,26.31,32.95,0.02,32.55,0.27,34.35,32.89,27.34,26.06,33.07,-0.33,32.47,0.16,34.34,33.07,27.35,26.18,32.77,-0.62,32.23,0.17,34.41,32.94,27.43,26.01,33.06,-0.71,32.27,0.28,35.08,32.68,28.38,26.31,33.06,-0.71,32.27,0.28,35.08,32.68,28.38,26.31,21.56,33.41,28.89,29.37,27.19,31.75,30.54,30.06,8/25/25,3038.006238044167,100.00000000000001,Mixed,Rising,Falling,4.6476302205174065,True,High Vol,Bullish,0.6097608928779981,6.1477590864218685,Falling,54.11568124248664,59.27916057698046,Strong,12.777106797947935,True,0.37045830089730164,,0.0,,,False,5.600000000000001,Bullish,High Vol,34.49,28.89,5.600000000000001,5.23,6.169999999999998,2.890000000000004,2.7100000000000044,19.383869851159574,17.807286346612187,22.69216623758734,9.614105123087173,9.015302727877593,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,Ranging,Bullish,Bullish,34,True,0.1828,1.64,15.72,269.7,255.62,2.11,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
UBER,2025-08-25 07:31:08.042593,32.81,2.45,32.82,3.47,31.95,31.06,36.56,35.48,33.44,3.08,33.36,4.01,31.95,31.06,50.98,50.77,34.03,2.29,33.74,2.27,31.54,30.93,49.15,48.56,34.24,1.76,33.27,0.68,32.28,31.23,43.46,43.36,35.43,1.56,35.18,1.85,32.85,32.11,39.3,38.99,38.26,0.66,37.88,1.25,36.2,35.32,38.02,37.33,37.05,0.58,36.82,0.86,36.04,35.06,39.38,38.54,36.91,1.09,36.25,1.32,35.54,34.41,38.77,37.9,37.37,0.85,36.56,0.93,36.12,34.89,37.93,36.63,38.23,0.6,36.99,0.5,37.31,35.67,39.24,37.61,37.67,-0.06,36.66,0.46,37.31,35.5,39.95,37.77,39.42,0.83,37.23,0.65,38.6,36.26,40.23,37.94,39.73,1.06,37.19,0.65,38.8,36.18,40.65,38.02,20.08,29.65,26.79,29.88,32.5,38.65,40.83,41.32,8/25/25,3038.006238044167,17.531305903398934,Flat,Rising,Falling,4.874450396369489,False,Compression,Bearish,-3.5811047498976225,-8.37116569462161,Falling,32.60685144134785,21.889299053126365,Strong,26.9910432662816,True,0.7882898150199065,,0.0,,,False,7.450000000000003,Bearish,Compression,34.24,26.79,7.450000000000003,5.550000000000001,5.759999999999998,-3.950000000000003,-3.6499999999999986,27.80888391190744,18.574297188755022,17.723076923076917,-9.55953533397871,-8.833494675701836,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Neutral,Bearish,Bearish,54,True,-0.5099,-3.03,-7.45,84.53,88.95,2.89,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
