Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type_x,Regime_x,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime_y,EMA_Signal,Signal_Type_y,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct,Signal_Type,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,Regime,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Primary_Strategy,Secondary_Strategy,Success_Probability,Entry_Priority,Risk_Level
TMUS,2025-08-25 07:26:59.788086,18.87,1.97,19.73,1.85,19.82,19.88,47.39,46.55,18.82,1.92,19.37,1.49,19.82,19.88,41.76,41.09,19.42,0.72,19.57,0.85,19.67,19.61,34.13,33.16,20.09,0.59,19.85,0.5,20.52,20.18,30.68,30.43,21.45,0.58,21.16,0.68,21.29,20.98,28.21,26.14,23.62,0.57,23.1,0.58,23.51,23.0,27.78,26.14,23.0,0.2,22.55,0.55,23.6,23.0,27.56,26.14,22.89,0.15,22.43,0.63,23.32,22.67,26.85,25.2,23.68,-0.04,23.01,0.26,24.22,23.19,26.4,24.68,24.24,0.11,23.54,-0.07,24.96,23.77,26.74,25.51,24.79,0.13,23.88,0.03,25.34,24.09,26.7,25.85,25.09,0.0,24.1,0.21,25.7,24.26,27.05,25.37,25.09,0.0,24.1,0.21,25.7,24.26,27.05,25.37,20.1,19.65,24.54,24.63,31.29,31.46,31.43,30.71,8/25/25,3014.2655609272224,0.0,Contango,Stable,Falling,4.893971348052168,False,Compression,Bearish,-0.18646818947069968,-3.5328416723182174,Falling,33.7781038246853,35.29812080383388,Strong,13.768096657814091,True,0.6853208888906964,,0.0,,,False,-4.449999999999999,Bearish,Compression,20.09,24.54,4.449999999999999,-3.1799999999999997,-7.669999999999998,-7.030000000000001,-5.920000000000002,-18.13365933170334,-12.911084043848964,-24.5126238414829,-22.891566265060245,-19.277108433734945,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Ranging,Bearish,Bearish,128,True,-0.1751,-0.38,-7.36,201.38,208.36,1.99,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-7.0)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-4.4, gap_60d=-3.2, gap_180d=-7.0, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
ABT,2025-08-25 07:27:05.804608,18.88,1.45,19.27,1.38,21.45,19.63,20.34,18.74,18.43,1.0,18.62,0.72,21.45,19.63,19.84,18.1,18.3,0.88,18.26,1.24,20.92,19.47,20.1,18.46,18.05,0.45,18.17,0.96,18.94,18.97,19.39,19.47,20.48,1.7,20.14,1.05,19.47,19.37,18.97,18.24,20.78,0.64,20.47,1.06,20.13,19.78,20.35,19.32,20.48,0.34,20.15,0.66,20.12,19.62,21.0,19.84,20.44,0.17,20.08,0.53,20.01,19.43,20.58,19.78,20.86,-0.54,20.39,0.77,20.77,20.03,20.45,19.81,21.29,-0.25,20.76,0.25,21.67,20.49,21.62,20.39,21.91,-0.22,21.14,0.13,22.31,21.09,22.21,20.71,22.62,-0.38,21.51,0.03,23.15,21.61,23.73,21.07,22.62,-0.38,21.51,0.03,23.15,21.61,23.73,21.07,18.96,18.61,31.68,25.25,23.52,24.99,25.05,23.66,8/25/25,3014.2655609272224,0.0,Flat,Stable,Falling,0.5567963920700477,False,Low Vol,Bearish,-0.35240858787087226,-1.1652140462498712,Falling,15.394144793147348,49.24715907731158,Moderate,18.560145823699024,True,1.0282629265207215,,0.0,,,False,-13.629999999999999,Bearish,Low Vol,18.05,31.68,13.629999999999999,-4.77,-2.7399999999999984,-2.8000000000000007,-1.75,-43.023989898989896,-18.89108910891089,-11.649659863945573,-11.834319526627223,-7.396449704142012,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,Ranging,Bearish,Bearish,24,True,-0.4513,-0.44,-1.47,125.28,126.31,1.82,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-2.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-13.6, gap_60d=-4.8, gap_180d=-2.8, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
AMD,2025-08-25 07:27:07.312354,45.74,4.33,45.59,4.64,44.62,44.06,45.41,44.69,44.98,3.56,44.81,3.86,44.62,44.06,56.32,55.49,44.16,2.69,43.97,3.0,42.99,42.69,54.22,53.6,43.55,1.85,43.35,2.21,42.56,42.42,49.64,49.85,44.43,1.48,44.0,1.74,42.69,42.15,45.74,45.18,46.98,0.67,46.49,1.05,45.97,45.09,44.66,43.79,45.86,0.37,45.27,0.71,46.0,45.02,45.84,44.88,45.35,0.41,44.63,0.77,45.36,44.2,44.71,44.06,45.94,0.31,45.12,0.62,46.01,44.73,44.68,43.45,46.08,0.12,45.01,0.45,46.36,44.9,44.86,43.12,45.95,-0.1,44.71,0.31,46.37,44.67,44.87,43.3,45.91,0.13,43.82,0.03,46.24,43.98,45.07,42.97,46.15,0.34,43.61,-0.1,46.21,43.9,45.25,42.81,46.15,51.01,47.66,45.62,44.68,59.42,56.6,54.25,8/25/25,3014.2655609272224,13.983050847457559,Flat,Stable,Stable,3.1303993355481023,False,Compression,Neutral,0.23615201841413871,-6.191800875831661,Falling,12.66324964626611,46.85919219047772,Weak,51.28956354762704,True,1.1777167289925843,,0.0,Dark Cloud Cover,Moderate,False,-4.109999999999999,Bidirectional,Compression,43.55,47.66,4.109999999999999,-1.1899999999999977,2.299999999999997,-8.310000000000002,-8.299999999999997,-8.623583718002518,-2.608505041648395,5.147717099373315,-15.317972350230418,-15.299539170506907,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,36,True,2.8753,0.51,-14.19,214.48,229.18,3.64,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,13.983050847457559,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=14, gap_180d=-8.3)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-4.1, gap_60d=-1.2, gap_180d=-8.3, IV_Rank=14",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
MS,2025-08-25 07:27:08.625951,21.51,1.09,21.43,1.43,23.18,23.02,22.88,22.99,21.9,1.48,21.78,1.78,23.18,23.02,22.65,22.28,22.33,1.05,22.18,1.12,22.5,22.1,22.89,22.39,22.59,0.69,22.38,0.69,23.36,22.94,22.76,21.48,26.25,0.3,25.98,0.56,26.67,26.01,23.33,22.92,25.87,0.47,25.58,0.77,26.18,25.5,25.06,24.31,25.52,0.31,25.25,0.68,25.84,25.11,24.96,24.2,25.99,-0.35,25.76,0.55,26.81,25.63,25.23,24.37,25.96,-0.21,25.64,0.54,26.89,25.64,26.02,24.95,26.55,0.09,25.92,0.47,27.26,25.89,26.86,25.44,26.75,-0.32,26.01,0.44,27.62,26.11,27.24,25.71,27.16,-0.65,26.45,0.03,28.75,26.62,28.43,26.15,27.28,-0.55,26.47,-0.06,28.81,26.63,28.54,26.14,23.47,21.97,19.9,17.37,21.81,36.94,34.84,34.08,8/25/25,3014.2655609272224,0.0,Contango,Stable,Rising,0.3302860712910682,False,Low Vol,Bullish,3.0941838394700114,8.161324151968268,Falling,52.418117541519656,63.04773691838761,Strong,19.096957749913063,True,0.8453721890178425,Ascending Triangle,63.0,,,False,2.6900000000000013,Bullish,Low Vol,22.59,19.9,2.6900000000000013,8.879999999999999,4.060000000000002,-8.119999999999997,-7.329999999999998,13.5175879396985,51.122625215889464,18.615314076111886,-23.8262910798122,-21.50821596244131,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,Trending,Bullish,Bullish,31,True,3.0101,5.46,13.72,176.41,168.15,1.77,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-8.1)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=2.7, gap_60d=8.9, gap_180d=-8.1, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
UBER,2025-08-25 07:31:08.042593,32.81,2.45,32.82,3.47,31.95,31.06,36.56,35.48,33.44,3.08,33.36,4.01,31.95,31.06,50.98,50.77,34.03,2.29,33.74,2.27,31.54,30.93,49.15,48.56,34.24,1.76,33.27,0.68,32.28,31.23,43.46,43.36,35.43,1.56,35.18,1.85,32.85,32.11,39.3,38.99,38.26,0.66,37.88,1.25,36.2,35.32,38.02,37.33,37.05,0.58,36.82,0.86,36.04,35.06,39.38,38.54,36.91,1.09,36.25,1.32,35.54,34.41,38.77,37.9,37.37,0.85,36.56,0.93,36.12,34.89,37.93,36.63,38.23,0.6,36.99,0.5,37.31,35.67,39.24,37.61,37.67,-0.06,36.66,0.46,37.31,35.5,39.95,37.77,39.42,0.83,37.23,0.65,38.6,36.26,40.23,37.94,39.73,1.06,37.19,0.65,38.8,36.18,40.65,38.02,20.08,29.65,26.79,29.88,32.5,38.65,40.83,41.32,8/25/25,3014.2655609272224,17.531305903398934,Flat,Rising,Falling,4.874450396369489,False,Compression,Bearish,-4.207285617996895,-8.866810627106819,Falling,28.669516277755918,25.700503318600383,Strong,26.70102011533177,True,0.7798195127141287,,0.0,,,False,7.450000000000003,Bearish,Compression,34.24,26.79,7.450000000000003,5.550000000000001,5.759999999999998,-3.950000000000003,-3.6499999999999986,27.80888391190744,18.574297188755022,17.723076923076917,-9.55953533397871,-8.833494675701836,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Neutral,Bearish,Bearish,51,True,-0.6974,-3.57,-7.91,84.83,89.17,2.95,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,17.531305903398934,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=18, gap_180d=-4.0)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=7.5, gap_60d=5.6, gap_180d=-4.0, IV_Rank=18",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
TXN,2025-08-25 07:31:09.424464,24.94,0.72,24.79,0.77,27.73,27.49,29.78,30.63,25.06,0.84,24.89,0.86,27.73,27.49,29.02,30.37,25.39,1.44,25.16,0.61,26.49,26.64,28.89,28.18,25.87,0.52,25.09,-0.32,26.37,26.52,29.07,27.79,27.76,0.34,27.4,1.08,27.06,26.76,26.93,25.49,30.65,0.06,30.39,0.35,29.6,29.14,27.66,26.2,29.84,-0.49,29.57,0.11,29.97,29.26,29.17,28.53,29.5,-0.43,29.07,0.33,29.29,28.74,29.09,28.01,30.13,0.14,29.7,0.44,29.86,29.15,28.8,28.1,30.09,-0.08,29.56,0.25,30.4,29.25,29.51,28.6,29.84,-0.07,29.18,0.12,30.37,29.4,29.71,28.93,29.77,-0.39,28.79,-0.27,30.63,28.96,30.67,29.08,29.77,-0.39,28.79,-0.27,30.63,28.96,30.67,29.08,30.11,29.98,49.29,37.96,39.12,48.73,46.76,43.74,8/25/25,3014.2655609272224,0.0,Contango,Stable,Falling,1.4055445761538674,False,Low Vol,Neutral,-0.4216631113594052,4.529201926604596,Falling,49.96299235651397,34.88249826993568,Strong,15.445023467088653,True,0.597024486551552,,0.0,,,False,-23.419999999999998,Bidirectional,Low Vol,25.87,49.29,23.419999999999998,-10.2,-8.469999999999999,-13.610000000000003,-13.900000000000002,-47.51470886589571,-26.870389884088514,-21.651329243353782,-31.115683584819394,-31.778692272519436,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Ranging,Bullish,Bullish,25,True,0.2149,-0.75,7.66,177.63,169.22,2.01,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-13.6)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-23.4, gap_60d=-10.2, gap_180d=-13.6, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
QCOM,2025-08-25 07:31:13.874419,26.95,2.75,27.35,2.55,26.21,26.07,56.63,56.39,27.05,2.85,27.35,2.54,26.21,26.07,48.79,48.9,27.39,2.57,27.44,1.26,25.87,25.94,43.25,43.3,27.4,1.54,27.15,1.16,25.85,25.9,39.89,38.33,28.81,0.57,28.78,1.23,27.28,26.59,34.97,34.2,31.4,0.05,31.27,0.64,29.95,29.54,33.68,32.69,30.76,0.16,30.66,0.71,30.22,29.44,34.61,33.58,30.71,0.26,30.43,0.77,30.02,28.9,34.03,33.01,31.89,-0.02,31.44,-0.09,31.2,29.99,33.37,32.31,31.94,-0.5,31.47,0.32,32.01,30.5,34.07,32.57,31.68,-0.98,31.07,-0.01,31.93,30.44,34.48,32.37,31.96,-0.8,30.42,-0.67,32.88,30.69,34.35,32.4,31.96,-0.8,30.42,-0.67,32.88,30.69,34.35,32.4,26.32,37.14,32.35,28.04,32.26,43.49,41.22,39.01,8/25/25,3014.2655609272224,11.03988603988602,Flat,Rising,Falling,6.285116457862089,False,High Vol,Neutral,-0.0052474702427698205,1.5178535166967073,Falling,38.940699777188385,50.0,Strong,17.83766222679875,True,0.6510095703211223,,0.0,,,False,-4.950000000000003,Bidirectional,High Vol,27.4,32.35,4.950000000000003,0.7699999999999996,-0.8599999999999994,-7.119999999999997,-7.329999999999998,-15.301391035548695,2.7460770328102697,-2.6658400495970227,-18.251730325557546,-18.790053832350676,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Ranging,Bullish,Bullish,22,True,-0.4498,-0.01,2.61,174.82,172.2,2.18,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,11.03988603988602,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=11, gap_180d=-7.1)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-5.0, gap_60d=0.8, gap_180d=-7.1, IV_Rank=11",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
BA,2025-08-25 07:31:16.069759,26.18,2.57,25.79,1.66,26.52,26.83,43.36,43.88,27.15,3.55,26.71,2.58,26.52,26.83,39.34,39.54,27.98,1.46,27.52,1.84,26.51,27.38,35.86,35.96,28.22,0.99,27.68,0.53,26.69,26.23,34.2,33.57,28.63,0.55,28.18,0.32,27.55,26.91,30.51,30.53,30.42,0.29,29.83,0.59,29.63,28.89,30.62,30.5,30.35,-0.05,29.57,-0.36,29.88,29.02,31.28,31.23,30.5,0.17,29.61,0.48,29.92,28.74,31.88,31.11,30.84,-0.21,30.09,0.22,30.51,29.27,31.45,30.48,31.77,-0.2,30.67,-0.12,31.06,29.54,32.7,31.29,32.17,0.38,30.44,-0.08,31.52,30.21,33.17,32.07,32.87,0.55,31.08,1.22,32.52,30.47,34.11,32.25,32.87,0.55,31.08,1.22,32.52,30.47,34.11,32.25,28.86,27.7,24.43,28.46,28.23,44.17,41.5,39.17,8/25/25,3014.2655609272224,20.372836218375465,Flat,Rising,Rising,3.24039435185836,False,Compression,Bullish,5.406438932718012,6.904540168807741,Falling,64.14557348384464,71.49186686771293,Strong,16.3363301352637,True,0.5788919254168569,,0.0,,,False,3.789999999999999,Bullish,Compression,28.22,24.43,3.789999999999999,0.16999999999999815,2.1900000000000013,-8.330000000000002,-7.0,15.513712648383132,0.5973295853829872,7.7577045696068065,-21.26627521062038,-17.870819504723002,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,21,True,6.4673,11.1,13.98,205.34,202.46,1.97,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,20.372836218375465,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=20, gap_180d=-8.3)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=3.8, gap_60d=0.2, gap_180d=-8.3, IV_Rank=20",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
PGR,2025-08-25 07:31:19.560406,21.42,1.83,21.22,1.97,24.93,24.39,21.34,20.04,21.56,1.98,21.78,2.53,24.93,24.39,21.06,19.93,22.42,0.99,22.5,1.34,22.93,22.22,20.38,20.61,22.39,0.18,22.68,-0.01,23.61,22.77,21.42,21.87,24.16,0.01,23.99,0.21,24.53,22.68,21.7,22.34,23.93,-0.89,24.02,-0.15,24.7,23.28,22.98,24.02,24.93,0.84,24.62,-0.05,24.33,24.33,23.59,24.81,25.42,1.96,24.84,-0.16,23.99,25.12,23.1,25.16,25.5,3.59,24.64,-0.82,23.07,25.3,22.73,25.39,25.74,3.02,25.37,-0.96,23.11,26.12,22.41,25.58,25.94,2.88,24.96,-1.3,23.98,26.18,23.55,25.78,26.35,3.41,24.95,-1.67,23.36,26.4,23.4,26.08,26.35,3.41,24.95,-1.67,23.36,26.4,23.4,26.08,20.41,21.21,19.73,22.03,22.73,27.76,26.79,25.96,8/25/25,3014.2655609272224,44.29223744292237,Flat,Falling,Stable,0.8960034722154935,False,Compression,Neutral,-0.2669715217333833,2.142415885861963,Falling,24.856296188545915,55.729734789983475,Moderate,20.23575191976896,True,0.9037852576940133,,0.0,,,False,2.66,Bidirectional,Compression,22.39,19.73,2.66,2.129999999999999,1.1999999999999993,-0.46000000000000085,-0.019999999999999574,13.482007095793207,9.668633681343618,5.279366476022874,-1.7719568567026227,-0.07704160246532964,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Ranging,Bullish,Bullish,39,True,-0.1344,-0.61,4.76,227.74,222.37,2.08,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,44.29223744292237,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=44),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=2.7, gap_60d=2.1, gap_180d=-0.5, IV_Rank=44",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,Long Strangle,None,0.68,Medium,Medium
AMGN,2025-08-25 07:31:20.693570,19.98,2.06,20.19,2.1,19.68,19.65,21.28,20.94,20.56,2.64,20.44,2.35,19.68,19.65,28.59,27.92,20.82,2.22,20.48,1.05,17.45,17.94,28.36,30.2,20.87,1.48,20.59,0.91,19.2,19.21,25.49,24.87,22.71,1.35,22.63,1.29,20.85,20.68,23.32,23.24,25.41,1.46,25.17,-0.01,23.86,24.99,23.19,23.09,25.11,0.66,24.76,0.73,25.27,24.78,24.73,24.39,25.32,0.24,24.96,0.92,25.24,24.08,25.56,25.1,25.56,0.43,25.31,1.01,25.48,24.47,25.13,24.58,26.19,0.3,25.7,0.5,25.96,25.06,26.34,25.42,26.62,0.28,26.02,0.53,26.92,25.88,26.71,25.67,26.69,-0.13,26.07,0.38,27.79,26.2,27.38,25.84,26.69,-0.13,26.07,0.38,27.79,26.2,27.38,25.84,17.56,26.24,25.42,26.43,27.89,28.52,28.54,27.06,8/25/25,3014.2655609272224,26.550079491255993,Contango,Rising,Falling,2.660355030609427,False,Compression,Bullish,1.1639311594538109,3.9687497677620325,Falling,31.239736782900874,53.634602979079894,Strong,13.821435214882108,True,0.6622633068942073,,0.0,,,False,-4.550000000000001,Bullish,Compression,20.87,25.42,4.550000000000001,-3.719999999999999,-2.4800000000000004,-1.5,-0.4399999999999977,-17.89929189614477,-14.074914869466513,-8.892076012907854,-5.543237250554324,-1.6260162601625934,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,3,True,4.3022,3.83,12.71,329.1,320.22,1.82,Bidirectional,False,True,False,Age_0_5,UNKNOWN_REGIME,26.550079491255993,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=27, gap_180d=-1.5)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-4.6, gap_60d=-3.7, gap_180d=-1.5, IV_Rank=27",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
SHOP,2025-08-25 07:31:21.788632,39.12,2.38,39.01,2.47,38.0,37.9,44.56,44.21,39.07,2.33,38.88,2.34,38.0,37.9,70.42,69.37,39.39,1.55,39.06,1.54,37.09,37.28,68.16,67.82,39.52,0.63,38.8,-0.09,37.55,37.95,61.85,61.03,42.73,1.88,42.75,2.5,39.72,39.1,52.69,52.51,49.05,1.22,48.49,1.25,46.84,46.3,50.61,50.06,46.82,0.33,46.32,0.46,47.14,46.29,53.65,52.66,45.98,0.25,45.38,0.51,45.75,44.9,51.66,50.95,46.76,0.0,45.97,0.2,46.69,45.58,50.84,49.49,48.3,-0.34,47.19,-0.07,48.47,47.63,52.2,50.06,47.76,-0.43,46.55,-0.38,48.39,46.78,51.38,49.68,48.47,-0.34,47.0,-0.12,48.68,46.54,51.28,49.12,48.47,-0.34,47.0,-0.12,48.68,46.54,51.28,49.12,36.2,80.74,70.26,56.66,56.39,70.29,66.67,63.51,8/25/25,3014.2655609272224,8.106995884773685,Contango,Rising,Falling,11.020182494959974,False,High Vol,Bullish,4.663381472113936,6.0878001982942225,Falling,30.943099123744975,63.736267516011196,Strong,25.89070163849717,True,0.6551290900429445,,0.0,,,False,-30.740000000000002,Bullish,High Vol,39.52,70.26,30.740000000000002,-13.93,-7.340000000000003,-16.75,-15.75,-43.75177910617706,-24.585245322979173,-13.016492285866294,-26.37379940166903,-24.799244213509684,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,22,True,3.4768,7.61,9.8,163.22,161.03,3.7,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,8.106995884773685,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=8, gap_180d=-16.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-30.7, gap_60d=-13.9, gap_180d=-16.8, IV_Rank=8",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
